lang,run,method,group,metric,value
DE,1,merged,lex_only,p,1.0
DE,1,merged,lex_only,r,0.75
DE,1,merged,lex_only,f,0.8571428571428571
DE,1,merged,lex_only,pred,12.0
DE,1,merged,lex_only,truth,16.0
DE,1,merged,lex_only,tp,12.0
DE,1,merged,both,p,0.964102564102564
DE,1,merged,both,r,0.912621359223301
DE,1,merged,both,f,0.9376558603491272
DE,1,merged,both,pred,195.0
DE,1,merged,both,truth,206.0
DE,1,merged,both,tp,188.0
DE,1,merged,system_only,p,0.9045936395759716
DE,1,merged,system_only,r,0.8504983388704319
DE,1,merged,system_only,f,0.8767123287671232
DE,1,merged,system_only,pred,283.0
DE,1,merged,system_only,truth,301.0
DE,1,merged,system_only,tp,256.0
DE,1,merged,neither,p,0.4589041095890411
DE,1,merged,neither,r,0.4451827242524916
DE,1,merged,neither,f,0.4519392917369308
DE,1,merged,neither,pred,292.0
DE,1,merged,neither,truth,301.0
DE,1,merged,neither,tp,134.0
DE,1,merged,all,p,0.7544757033248082
DE,1,merged,all,r,0.7160194174757282
DE,1,merged,all,f,0.734744707347447
DE,1,merged,all,pred,782.0
DE,1,merged,all,truth,824.0
DE,1,merged,all,tp,590.0
DE,1,system,lex_only,p,1.0
DE,1,system,lex_only,r,0.75
DE,1,system,lex_only,f,0.8571428571428571
DE,1,system,lex_only,pred,12.0
DE,1,system,lex_only,truth,16.0
DE,1,system,lex_only,tp,12.0
DE,1,system,both,p,0.964102564102564
DE,1,system,both,r,0.912621359223301
DE,1,system,both,f,0.9376558603491272
DE,1,system,both,pred,195.0
DE,1,system,both,truth,206.0
DE,1,system,both,tp,188.0
DE,1,system,system_only,p,0.9045936395759716
DE,1,system,system_only,r,0.8504983388704319
DE,1,system,system_only,f,0.8767123287671232
DE,1,system,system_only,pred,283.0
DE,1,system,system_only,truth,301.0
DE,1,system,system_only,tp,256.0
DE,1,system,neither,p,0.4525993883792049
DE,1,system,neither,r,0.4916943521594684
DE,1,system,neither,f,0.4713375796178344
DE,1,system,neither,pred,327.0
DE,1,system,neither,truth,301.0
DE,1,system,neither,tp,148.0
DE,1,system,all,p,0.7392900856793145
DE,1,system,all,r,0.7330097087378641
DE,1,system,all,f,0.7361365021328458
DE,1,system,all,pred,817.0
DE,1,system,all,truth,824.0
DE,1,system,all,tp,604.0
DE,2,merged,lex_only,p,1.0
DE,2,merged,lex_only,r,0.8125
DE,2,merged,lex_only,f,0.896551724137931
DE,2,merged,lex_only,pred,13.0
DE,2,merged,lex_only,truth,16.0
DE,2,merged,lex_only,tp,13.0
DE,2,merged,both,p,0.968421052631579
DE,2,merged,both,r,0.8932038834951457
DE,2,merged,both,f,0.9292929292929294
DE,2,merged,both,pred,190.0
DE,2,merged,both,truth,206.0
DE,2,merged,both,tp,184.0
DE,2,merged,system_only,p,0.9145907473309608
DE,2,merged,system_only,r,0.8538205980066446
DE,2,merged,system_only,f,0.8831615120274914
DE,2,merged,system_only,pred,281.0
DE,2,merged,system_only,truth,301.0
DE,2,merged,system_only,tp,257.0
DE,2,merged,neither,p,0.4357142857142857
DE,2,merged,neither,r,0.4053156146179402
DE,2,merged,neither,f,0.4199655765920825
DE,2,merged,neither,pred,280.0
DE,2,merged,neither,truth,301.0
DE,2,merged,neither,tp,122.0
DE,2,merged,all,p,0.7539267015706806
DE,2,merged,all,r,0.6990291262135923
DE,2,merged,all,f,0.7254408060453401
DE,2,merged,all,pred,764.0
DE,2,merged,all,truth,824.0
DE,2,merged,all,tp,576.0
DE,2,system,lex_only,p,1.0
DE,2,system,lex_only,r,0.8125
DE,2,system,lex_only,f,0.896551724137931
DE,2,system,lex_only,pred,13.0
DE,2,system,lex_only,truth,16.0
DE,2,system,lex_only,tp,13.0
DE,2,system,both,p,0.968421052631579
DE,2,system,both,r,0.8932038834951457
DE,2,system,both,f,0.9292929292929294
DE,2,system,both,pred,190.0
DE,2,system,both,truth,206.0
DE,2,system,both,tp,184.0
DE,2,system,system_only,p,0.9145907473309608
DE,2,system,system_only,r,0.8538205980066446
DE,2,system,system_only,f,0.8831615120274914
DE,2,system,system_only,pred,281.0
DE,2,system,system_only,truth,301.0
DE,2,system,system_only,tp,257.0
DE,2,system,neither,p,0.4200626959247649
DE,2,system,neither,r,0.4451827242524916
DE,2,system,neither,f,0.432258064516129
DE,2,system,neither,pred,319.0
DE,2,system,neither,truth,301.0
DE,2,system,neither,tp,134.0
DE,2,system,all,p,0.7322540473225405
DE,2,system,all,r,0.7135922330097088
DE,2,system,all,f,0.7228027043638597
DE,2,system,all,pred,803.0
DE,2,system,all,truth,824.0
DE,2,system,all,tp,588.0
DE,3,merged,lex_only,p,1.0
DE,3,merged,lex_only,r,0.8125
DE,3,merged,lex_only,f,0.896551724137931
DE,3,merged,lex_only,pred,13.0
DE,3,merged,lex_only,truth,16.0
DE,3,merged,lex_only,tp,13.0
DE,3,merged,both,p,0.963157894736842
DE,3,merged,both,r,0.8883495145631068
DE,3,merged,both,f,0.9242424242424244
DE,3,merged,both,pred,190.0
DE,3,merged,both,truth,206.0
DE,3,merged,both,tp,183.0
DE,3,merged,system_only,p,0.9163763066202092
DE,3,merged,system_only,r,0.8737541528239202
DE,3,merged,system_only,f,0.8945578231292516
DE,3,merged,system_only,pred,287.0
DE,3,merged,system_only,truth,301.0
DE,3,merged,system_only,tp,263.0
DE,3,merged,neither,p,0.465034965034965
DE,3,merged,neither,r,0.4418604651162791
DE,3,merged,neither,f,0.4531516183986371
DE,3,merged,neither,pred,286.0
DE,3,merged,neither,truth,301.0
DE,3,merged,neither,tp,133.0
DE,3,merged,all,p,0.7628865979381443
DE,3,merged,all,r,0.7184466019417476
DE,3,merged,all,f,0.74
DE,3,merged,all,pred,776.0
DE,3,merged,all,truth,824.0
DE,3,merged,all,tp,592.0
DE,3,system,lex_only,p,1.0
DE,3,system,lex_only,r,0.8125
DE,3,system,lex_only,f,0.896551724137931
DE,3,system,lex_only,pred,13.0
DE,3,system,lex_only,truth,16.0
DE,3,system,lex_only,tp,13.0
DE,3,system,both,p,0.963157894736842
DE,3,system,both,r,0.8883495145631068
DE,3,system,both,f,0.9242424242424244
DE,3,system,both,pred,190.0
DE,3,system,both,truth,206.0
DE,3,system,both,tp,183.0
DE,3,system,system_only,p,0.9163763066202092
DE,3,system,system_only,r,0.8737541528239202
DE,3,system,system_only,f,0.8945578231292516
DE,3,system,system_only,pred,287.0
DE,3,system,system_only,truth,301.0
DE,3,system,system_only,tp,263.0
DE,3,system,neither,p,0.4468085106382978
DE,3,system,neither,r,0.4883720930232558
DE,3,system,neither,f,0.4666666666666666
DE,3,system,neither,pred,329.0
DE,3,system,neither,truth,301.0
DE,3,system,neither,tp,147.0
DE,3,system,all,p,0.73992673992674
DE,3,system,all,r,0.7354368932038835
DE,3,system,all,f,0.7376749847839319
DE,3,system,all,pred,819.0
DE,3,system,all,truth,824.0
DE,3,system,all,tp,606.0
DE,4,merged,lex_only,p,1.0
DE,4,merged,lex_only,r,0.75
DE,4,merged,lex_only,f,0.8571428571428571
DE,4,merged,lex_only,pred,12.0
DE,4,merged,lex_only,truth,16.0
DE,4,merged,lex_only,tp,12.0
DE,4,merged,both,p,0.9635416666666666
DE,4,merged,both,r,0.8980582524271845
DE,4,merged,both,f,0.9296482412060302
DE,4,merged,both,pred,192.0
DE,4,merged,both,truth,206.0
DE,4,merged,both,tp,185.0
DE,4,merged,system_only,p,0.920863309352518
DE,4,merged,system_only,r,0.8504983388704319
DE,4,merged,system_only,f,0.8842832469775476
DE,4,merged,system_only,pred,278.0
DE,4,merged,system_only,truth,301.0
DE,4,merged,system_only,tp,256.0
DE,4,merged,neither,p,0.4313725490196078
DE,4,merged,neither,r,0.4385382059800664
DE,4,merged,neither,f,0.4349258649093904
DE,4,merged,neither,pred,306.0
DE,4,merged,neither,truth,301.0
DE,4,merged,neither,tp,132.0
DE,4,merged,all,p,0.7423857868020305
DE,4,merged,all,r,0.7099514563106796
DE,4,merged,all,f,0.7258064516129032
DE,4,merged,all,pred,788.0
DE,4,merged,all,truth,824.0
DE,4,merged,all,tp,585.0
DE,4,system,lex_only,p,1.0
DE,4,system,lex_only,r,0.75
DE,4,system,lex_only,f,0.8571428571428571
DE,4,system,lex_only,pred,12.0
DE,4,system,lex_only,truth,16.0
DE,4,system,lex_only,tp,12.0
DE,4,system,both,p,0.9635416666666666
DE,4,system,both,r,0.8980582524271845
DE,4,system,both,f,0.9296482412060302
DE,4,system,both,pred,192.0
DE,4,system,both,truth,206.0
DE,4,system,both,tp,185.0
DE,4,system,system_only,p,0.920863309352518
DE,4,system,system_only,r,0.8504983388704319
DE,4,system,system_only,f,0.8842832469775476
DE,4,system,system_only,pred,278.0
DE,4,system,system_only,truth,301.0
DE,4,system,system_only,tp,256.0
DE,4,system,neither,p,0.4285714285714285
DE,4,system,neither,r,0.4883720930232558
DE,4,system,neither,f,0.4565217391304347
DE,4,system,neither,pred,343.0
DE,4,system,neither,truth,301.0
DE,4,system,neither,tp,147.0
DE,4,system,all,p,0.7272727272727273
DE,4,system,all,r,0.7281553398058253
DE,4,system,all,f,0.7277137659187387
DE,4,system,all,pred,825.0
DE,4,system,all,truth,824.0
DE,4,system,all,tp,600.0
DE,5,merged,lex_only,p,1.0
DE,5,merged,lex_only,r,0.75
DE,5,merged,lex_only,f,0.8571428571428571
DE,5,merged,lex_only,pred,12.0
DE,5,merged,lex_only,truth,16.0
DE,5,merged,lex_only,tp,12.0
DE,5,merged,both,p,0.9536082474226804
DE,5,merged,both,r,0.8980582524271845
DE,5,merged,both,f,0.9250000000000002
DE,5,merged,both,pred,194.0
DE,5,merged,both,truth,206.0
DE,5,merged,both,tp,185.0
DE,5,merged,system_only,p,0.9202898550724636
DE,5,merged,system_only,r,0.8438538205980066
DE,5,merged,system_only,f,0.8804159445407278
DE,5,merged,system_only,pred,276.0
DE,5,merged,system_only,truth,301.0
DE,5,merged,system_only,tp,254.0
DE,5,merged,neither,p,0.4612794612794613
DE,5,merged,neither,r,0.4551495016611295
DE,5,merged,neither,f,0.4581939799331104
DE,5,merged,neither,pred,297.0
DE,5,merged,neither,truth,301.0
DE,5,merged,neither,tp,137.0
DE,5,merged,all,p,0.754813863928113
DE,5,merged,all,r,0.7135922330097088
DE,5,merged,all,f,0.7336244541484717
DE,5,merged,all,pred,779.0
DE,5,merged,all,truth,824.0
DE,5,merged,all,tp,588.0
DE,5,system,lex_only,p,1.0
DE,5,system,lex_only,r,0.75
DE,5,system,lex_only,f,0.8571428571428571
DE,5,system,lex_only,pred,12.0
DE,5,system,lex_only,truth,16.0
DE,5,system,lex_only,tp,12.0
DE,5,system,both,p,0.9536082474226804
DE,5,system,both,r,0.8980582524271845
DE,5,system,both,f,0.9250000000000002
DE,5,system,both,pred,194.0
DE,5,system,both,truth,206.0
DE,5,system,both,tp,185.0
DE,5,system,system_only,p,0.9202898550724636
DE,5,system,system_only,r,0.8438538205980066
DE,5,system,system_only,f,0.8804159445407278
DE,5,system,system_only,pred,276.0
DE,5,system,system_only,truth,301.0
DE,5,system,system_only,tp,254.0
DE,5,system,neither,p,0.4510385756676557
DE,5,system,neither,r,0.5049833887043189
DE,5,system,neither,f,0.4764890282131661
DE,5,system,neither,pred,337.0
DE,5,system,neither,truth,301.0
DE,5,system,neither,tp,152.0
DE,5,system,all,p,0.7362637362637363
DE,5,system,all,r,0.7317961165048543
DE,5,system,all,f,0.7340231284236153
DE,5,system,all,pred,819.0
DE,5,system,all,truth,824.0
DE,5,system,all,tp,603.0
DE,6,merged,lex_only,p,1.0
DE,6,merged,lex_only,r,0.75
DE,6,merged,lex_only,f,0.8571428571428571
DE,6,merged,lex_only,pred,12.0
DE,6,merged,lex_only,truth,16.0
DE,6,merged,lex_only,tp,12.0
DE,6,merged,both,p,0.968421052631579
DE,6,merged,both,r,0.8932038834951457
DE,6,merged,both,f,0.9292929292929294
DE,6,merged,both,pred,190.0
DE,6,merged,both,truth,206.0
DE,6,merged,both,tp,184.0
DE,6,merged,system_only,p,0.9061371841155236
DE,6,merged,system_only,r,0.8338870431893688
DE,6,merged,system_only,f,0.8685121107266436
DE,6,merged,system_only,pred,277.0
DE,6,merged,system_only,truth,301.0
DE,6,merged,system_only,tp,251.0
DE,6,merged,neither,p,0.4724137931034483
DE,6,merged,neither,r,0.4551495016611295
DE,6,merged,neither,f,0.4636209813874788
DE,6,merged,neither,pred,290.0
DE,6,merged,neither,truth,301.0
DE,6,merged,neither,tp,137.0
